,graphFlag,deviation,size,duration
667,1.0,15.0,5.0,1286.0
675,1.0,15.0,5.0,843.0
678,1.0,15.0,5.0,974.0
721,1.0,15.0,5.0,1292.0
725,1.0,15.0,5.0,1104.0
736,1.0,15.0,5.0,793.0
737,1.0,15.0,5.0,833.0
763,1.0,15.0,5.0,761.0000000000582
786,1.0,15.0,5.0,844.2630000000063
811,1.0,15.0,5.0,1052.4159999999392
816,1.0,15.0,5.0,1291.3639999999723
820,1.0,15.0,5.0,1496.954000000027
825,1.0,15.0,5.0,1002.0080000000308
841,1.0,15.0,5.0,1390.5450000008568
851,1.0,15.0,5.0,865.718000002802
852,1.0,15.0,5.0,981.036999997028
872,1.0,15.0,5.0,844.2580000044836
897,1.0,15.0,5.0,948.0900000010442
905,1.0,15.0,5.0,1120.0
927,1.0,15.0,5.0,988.0
942,1.0,15.0,5.0,761.0
943,1.0,15.0,5.0,1096.0
946,1.0,15.0,5.0,872.0
977,1.0,15.0,5.0,715.0449999886623
995,1.0,15.0,5.0,733.2840000012948
1014,1.0,15.0,5.0,849.6580000157119
1015,1.0,15.0,5.0,807.6110000310291
1018,1.0,15.0,5.0,851.0269999943266
1023,1.0,15.0,5.0,1189.745
1024,1.0,15.0,5.0,888.599
1025,1.0,15.0,5.0,925.0809999
1045,1.0,15.0,5.0,648.1089999
1047,1.0,15.0,5.0,999.958
1085,1.0,15.0,5.0,1167.084
1095,1.0,15.0,5.0,1287.567
1110,1.0,15.0,5.0,864.765
1111,1.0,15.0,5.0,870.801
1139,1.0,15.0,5.0,984.554
1152,1.0,15.0,5.0,1090.3349999789862
1162,1.0,15.0,5.0,1047.025000047317
1191,1.0,15.0,5.0,1046.421000046801
1192,1.0,15.0,5.0,1969.6100000612787
1194,1.0,15.0,5.0,1018.0220000317496
1202,1.0,15.0,5.0,1626.5059999940277
1204,1.0,15.0,5.0,1705.1419999985085
1214,1.0,15.0,5.0,1143.0949999985169
1240,1.0,15.0,5.0,1439.4579999955022
1251,1.0,15.0,5.0,1141.332999998529
1285,1.0,15.0,5.0,944.5129999862402
1286,1.0,15.0,5.0,1157.1719999760537
1299,1.0,15.0,5.0,953.0599999913828
1312,1.0,15.0,5.0,886.3339999880991
1313,1.0,15.0,5.0,947.8779999776452
1341,1.0,15.0,5.0,1003.946000000753
1343,1.0,15.0,5.0,887.9790000007488
1347,1.0,15.0,5.0,983.0190000011062
1352,1.0,15.0,5.0,1025.7900000003865
1357,1.0,15.0,5.0,1133.747000001109
1381,1.0,15.0,5.0,1060.454000000027
1382,1.0,15.0,5.0,856.0720000002184
1402,1.0,15.0,5.0,779.8120000000927
1420,1.0,15.0,5.0,1259.0460000000894
1438,1.0,15.0,5.0,1049.8610000000915
1441,1.0,15.0,5.0,1525.4069999627536
1443,1.0,15.0,5.0,1314.700000042547
1462,1.0,15.0,5.0,1334.2739999213954
1484,1.0,15.0,5.0,1162.775999921461
1497,1.0,15.0,5.0,943.25000004092
1,1.0,15.0,7.0,1279.0
19,1.0,15.0,7.0,1163.0
29,1.0,15.0,7.0,1152.0
33,1.0,15.0,7.0,1482.0
38,1.0,15.0,7.0,765.0
71,1.0,15.0,7.0,805.0
72,1.0,15.0,7.0,812.0
91,1.0,15.0,7.0,983.0
96,1.0,15.0,7.0,812.0000000000291
117,1.0,15.0,7.0,679.0000000000291
146,1.0,15.0,7.0,678.7639999888197
152,1.0,15.0,7.0,905.5509999865316
170,1.0,15.0,7.0,1149.478999998246
175,1.0,15.0,7.0,842.8459999884362
176,1.0,15.0,7.0,1099.168999991729
184,1.0,15.0,7.0,1099.6509999999837
187,1.0,15.0,7.0,1118.002999999997
204,1.0,15.0,7.0,1622.8940000000002
231,1.0,15.0,7.0,1019.6799999999348
238,1.0,15.0,7.0,836.7740000000922
247,1.0,15.0,7.0,914.7309999999708
253,1.0,15.0,7.0,1059.0069999999832
261,1.0,15.0,7.0,598.6139999999432
281,1.0,15.0,7.0,846.1560000000463
299,1.0,15.0,7.0,1196.211999999941
302,1.0,15.0,7.0,841.0
315,1.0,15.0,7.0,959.0
333,1.0,15.0,7.0,713.0
341,1.0,15.0,7.0,1115.0000000000146
346,1.0,15.0,7.0,546.0
366,1.0,15.0,7.0,1025.0720000029833
378,1.0,15.0,7.0,1181.4399999970335
383,1.0,15.0,7.0,811.4349999999977
391,1.0,15.0,7.0,1165.2919999940495
396,1.0,15.0,7.0,1173.6569999970088
439,1.0,15.0,7.0,994.0
457,1.0,15.0,7.0,841.0
466,1.0,15.0,7.0,1065.0
475,1.0,15.0,7.0,1038.0000000000582
478,1.0,15.0,7.0,1195.0
487,1.0,15.0,7.0,929.0
492,1.0,15.0,7.0,1079.0
516,1.0,15.0,7.0,649.0
517,1.0,15.0,7.0,1103.000000000029
529,1.0,15.0,7.0,1200.0
556,1.0,15.0,7.0,1098.0
563,1.0,15.0,7.0,1022.0
577,1.0,15.0,7.0,1064.0
589,1.0,15.0,7.0,1142.0
598,1.0,15.0,7.0,894.0
604,1.0,15.0,7.0,1196.1520000014862
616,1.0,15.0,7.0,909.06700000001
626,1.0,15.0,7.0,960.4920000014828
627,1.0,15.0,7.0,929.5419999985024
658,1.0,15.0,7.0,1088.8010000000068
662,1.0,15.0,7.0,1205.0
669,1.0,15.0,7.0,1172.0
682,1.0,15.0,7.0,1154.0
700,1.0,15.0,7.0,946.0
717,1.0,15.0,7.0,936.0
733,1.0,15.0,7.0,1070.0
754,1.0,15.0,7.0,936.0
757,1.0,15.0,7.0,903.0
769,1.0,15.0,7.0,915.0
774,1.0,15.0,7.0,949.0000000000582
785,1.0,15.0,7.0,1289.996999999974
795,1.0,15.0,7.0,1085.5200000000186
801,1.0,15.0,7.0,1185.3979999999865
819,1.0,15.0,7.0,710.6749999999302
823,1.0,15.0,7.0,1348.6590000001015
869,1.0,15.0,7.0,1038.6419999986538
875,1.0,15.0,7.0,1770.1890000051644
879,1.0,15.0,7.0,821.9900000056659
881,1.0,15.0,7.0,1306.0700000020734
886,1.0,15.0,7.0,1171.0879999985627
913,1.0,15.0,7.0,1266.0
937,1.0,15.0,7.0,1544.0
939,1.0,15.0,7.0,1152.999999999971
956,1.0,15.0,7.0,887.0
957,1.0,15.0,7.0,1368.0
961,1.0,15.0,7.0,791.3909999946773
963,1.0,15.0,7.0,1001.0390000297048
966,1.0,15.0,7.0,726.5970000165398
978,1.0,15.0,7.0,1005.8119999849296
990,1.0,15.0,7.0,739.9030000336352
1048,1.0,15.0,7.0,1149.6
1049,1.0,15.0,7.0,923.4369999
1053,1.0,15.0,7.0,949.881
1060,1.0,15.0,7.0,783.467
1072,1.0,15.0,7.0,797.8169998
1080,1.0,15.0,7.0,1050.884
1087,1.0,15.0,7.0,904.006
1116,1.0,15.0,7.0,1435.102
1119,1.0,15.0,7.0,1336.658
1128,1.0,15.0,7.0,1002.778
1143,1.0,15.0,7.0,1917.568999976418
1159,1.0,15.0,7.0,1087.257000042693
1163,1.0,15.0,7.0,1377.614000001122
1168,1.0,15.0,7.0,1173.9089999627904
1175,1.0,15.0,7.0,1005.8100000121776
1201,1.0,15.0,7.0,1620.6630000000005
1208,1.0,15.0,7.0,1322.979999998497
1228,1.0,15.0,7.0,1206.9279999970167
1231,1.0,15.0,7.0,1126.7679999940449
1232,1.0,15.0,7.0,1130.2899999955262
1263,1.0,15.0,7.0,1061.864999975136
1282,1.0,15.0,7.0,1230.8659999934753
1294,1.0,15.0,7.0,1010.3099999946426
1317,1.0,15.0,7.0,1029.043999974674
1318,1.0,15.0,7.0,1152.81299998716
1329,1.0,15.0,7.0,1053.310999999987
1342,1.0,15.0,7.0,956.3240000014775
1344,1.0,15.0,7.0,1046.084999999992
1346,1.0,15.0,7.0,981.4090000000142
1375,1.0,15.0,7.0,970.3229999999749
1396,1.0,15.0,7.0,1257.1400000000722
1398,1.0,15.0,7.0,984.9210000000894
1404,1.0,15.0,7.0,1049.4420000001846
1421,1.0,15.0,7.0,865.2660000001197
1424,1.0,15.0,7.0,894.035000000149
1454,1.0,15.0,7.0,1425.9279999865976
1459,1.0,15.0,7.0,1213.0410000171396
1463,1.0,15.0,7.0,1473.0870000400755
1480,1.0,15.0,7.0,1235.2700000508048
1496,1.0,15.0,7.0,1568.4310000011465
